ID	地点番号	駅名	世代	年齢(調査時)	開始時刻	出身地	生年	性別	1009とうもろこし<家>	1009とうもろこし<TV>	1013片足とび<家>	1013片足とび<TV>	1016びり<家>	1016びり<TV>	1007あざができる<家>	1007あざができる[あざ-]<家>	1007あざができる[-が-]<家>	1007あざができる[-できる]<家>	1007あざができる<TV>
11	NI1611	東富山	高	71	14:35	1	1933	男	ﾄﾅﾜ	ﾄｰｷﾋﾞ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄｸｿ,ｹﾞｽｯﾎﾟ"	ﾄﾞﾝﾋﾞﾘ		"NN,ｳﾁﾐ"	"NN,ﾆ"	"ｱｵｸﾅﾙ,ﾅﾙ"	
11	NI1611	東富山	中	56	13:42	1	1948	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾄﾞﾝｹﾂ,ｹﾞｯﾎﾟ,ｹﾞｽｯﾎﾟ"	ﾋﾞﾘ		"ｱｵｱｻﾞ,ｱｻﾞ"	"φ,ｶﾞ"	"ﾃﾞｷﾙ,ﾃﾞｷﾙ"	
11	NI1611	東富山	若	36	11:36	3<東富山>	1968	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ		NN	NN	ｱｼｶﾞｼﾇ	
11	NI1611	東富山	少	13	16:46	1	1991	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ		"ｱｻﾞ,NN"	"ｶﾞ,NN"	"NR,ｱｵｸﾅﾙ"	
11	NI1611	東富山	高	78	10:17	3	1928	男	"ﾄｰﾓﾛｺｼ,ﾄｰﾅﾜ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｹﾝｹﾝﾄﾋﾞ,ﾋﾟｮﾝﾋﾟｮﾝﾄﾋﾞ"	ｶﾀｱｼﾃﾞﾄﾌﾞ	ｹﾞｯﾎﾟ	ﾋﾞﾘ	"ｳﾁﾐｶﾞﾃﾞｷﾙ,ｱｻﾞｶﾞﾃﾞｷﾙ"	"ｳﾁﾐ,ｱｻﾞ"	ｶﾞ	ﾃﾞｷﾙ	"ｳﾁﾐｶﾞﾃﾞｷﾙ,ｱｻﾞｶﾞﾃﾞｷﾙ"
11	NI1611	東富山	中	50	13:00	3	1956	男	"ﾄｰｷﾋﾞ,ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	"ﾁﾝｶﾗｶｸ,ﾁﾝｶﾗｵｶｸ"	ｶﾀｱｼﾄﾋﾞ	"ｹﾞｯﾎﾟ,ｹﾞｽｯﾎﾟ"	"ﾋﾞﾘ,ｻｲｺﾞ"	ｱｵﾅｯﾀ	NN	NN	ｱｵﾅｯﾀ	ｳﾁﾐ
11	NI1611	東富山	若	35	13:40	1	1971	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘｯｹﾂ	ｻｲｺﾞ	"ｱｵﾀﾝｶﾞﾃﾞｷﾙ,ｱｵﾀﾝﾃﾞｷﾀ"	ｱｵﾀﾝ	"ｶﾞ,φ"	"ﾃﾞｷﾙ,ﾃﾞｷﾀ"	ｱｵﾀﾝｶﾞﾃﾞｷﾙ
11	NI1611	東富山	少	18	14:45	1	1988	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"	ﾋﾞﾘｯｹﾂ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
12	NI1612	TOYAMA	高	70	10:35	1	1934	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄｸｿ	ﾋﾞﾘ		NN	NN	ｼﾝﾀﾞ	
12	NI1612	TOYAMA	中	55	13:00	3<富山市岩瀬>	1948	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄｸｿ	ｻｲｺｰﾋﾞ		ｱｵｱｻﾞ	ﾆ	ﾅﾙ	
12	NI1612	TOYAMA	若	38	18:01	1	1966	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾞｯﾎﾟ"	ﾋﾞﾘ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
12	NI1612	TOYAMA	少	14	14:10	1	1989	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ		ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
12	NI1612	TOYAMA	高	75	10:00	3	1931	男	"ﾄｰｷﾋﾞ,ﾄｰﾅﾜ,ﾄﾅﾜ"	ﾄｰﾅﾜ	NR	NR	"ｹﾞｽ,ﾋﾞﾘ,ｹﾞｯﾄｸｿ"	"ﾋﾞﾘ,ﾋﾞﾘｹﾂ"	ﾁﾏﾒﾃﾞｷﾙ	ﾁﾏﾒ	φ	ﾃﾞｷﾙ	ｱｻﾞﾃﾞｷﾙ
12	NI1612	TOYAMA	中	56	14:00	3	1950	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	"ﾋﾞﾘ,ｹﾞｯﾄ"	ﾋﾞﾘ	"ｳﾁﾐﾆﾅｯﾀ,ｱｵﾀﾝﾆﾅｯﾀ"	"ｳﾁﾐ,ｱｵﾀﾝ"	ﾆ	ﾅｯﾀ	ｳﾁﾐ
12	NI1612	TOYAMA	若	37	10:00	3	1969	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾎﾟ,ﾋﾞﾘ"	ﾋﾞﾘ	"ｱｻﾞﾆﾅﾙ,ｱｵｱｻﾞﾆﾅﾙ,ｳｯﾃｲﾛｶﾜｯﾀ"	"ｱｻﾞ,ｱｵｱｻﾞ"	"ﾆ,φ"	"ﾅﾙ,ｲﾛｶﾜｯﾀ"	"ｳﾁﾐ,ｱｻﾞ"
12	NI1612	TOYAMA	少	20	13:15	99<石川県大聖寺>	1986	女	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝｹﾝ"	"ｹﾞｽｯﾎﾟ,ﾋﾞﾘ"	ﾋﾞﾘ	"ｱｻﾞﾝﾅﾙ,ｼﾝﾀﾞ"	"ｱｻﾞ,NN"	"ﾝ,NN"	"ﾅﾙ,ｼﾝﾀﾞ"	ｱｻﾞﾝﾅﾙ
13	NI1613	呉羽	高	72	13:17	2	1931	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ﾋﾟｮﾝﾋﾟｮﾝ	ﾋﾟｮﾝﾋﾟｮﾝ	ｹﾞｽｯﾎﾟ	"ｹﾞｽｯﾎﾟ,ｻｲｺﾞ"		ｱｻﾞ	ﾆ	ﾅﾙ	
13	NI1613	呉羽	中	54	11:06	1	1950	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ﾁﾝｶﾀ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｽ	ｻｲｺｰﾋﾞ		NN	NN	ｼﾝﾄﾞﾙ	
13	NI1613	呉羽	若	33	9:06	1	1971	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ,ﾄﾞﾍﾞ"	ﾋﾞﾘ		ｱｵｱｻﾞ	ﾆ	ﾅﾙ	
13	NI1613	呉羽	少	14	15:55	1	1990	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ		ｱｻﾞ	ｶﾞ	ﾃﾞｷﾀ	
13	NI1613	呉羽	高	75	15:20	1	1931	男	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	"ｱｻﾞﾃﾞｷﾀ,ｱｵﾀﾝ,ｳﾁﾐ,ｼﾝﾀﾞ"	"ｱｻﾞ,ｱｵﾀﾝ,ｳﾁﾐ,NN"	"φ,NN"	"ﾃﾞｷﾀ,ｼﾝﾀﾞ"	"ｼﾝﾀﾞ,ｳﾁﾐﾅｯﾀ"
13	NI1613	呉羽	中	58	13:30	1	1948	男	"ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝｹﾝ"		"ｹﾂ,ﾋﾞﾘ,ｹﾞｯﾄｸｿ"	ｹﾂ	"ﾀﾞﾎﾞｸｼﾀ,ｼﾇ,ｼﾝﾀﾞ"	NN	NN	"ﾀﾞﾎﾞｸｼﾀ,ｼﾇ,ｼﾝﾀﾞ"	ﾀﾞﾎﾞｸｼﾀ
13	NI1613	呉羽	若	32	15:30	1	1975	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾎﾟ,ﾋﾞﾘ,ｹﾞｽ"	ﾋﾞﾘ	ｱｵﾀﾝﾆﾅﾙ	ｱｵﾀﾝ	ﾆ	ﾅﾙ	ｱｵﾀﾝﾆﾅﾙ
13	NI1613	呉羽	少	18	14:45	99<新潟>	1988	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝﾊﾟｽﾙ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾋﾞﾘｹﾂ"	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
14	NI1614	小杉	高	75	19:30	2<射水市稲積>	1929	男	"ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	NR	ｹﾞｯﾄ	NR		"ｱｻﾞ,ｱｻﾞ,NN"	"ﾆ,φ,NN"	"ﾅﾙ,ﾅｯﾀ,ｼﾇ"	
14	NI1614	小杉	中	57	16:17	1	1947	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｯﾄ,ｹﾞｯﾄｸｿ,ﾄﾞﾝﾍﾞ"	"ﾋﾞﾘ,ｹﾞｯﾄ,ｹﾞｯﾄｸｿ,ﾄﾞﾝﾍﾞ"		"ｱｻﾞ,NN"	"φ,NN"	"ﾃﾞｷﾙ,ｼﾇ"	
14	NI1614	小杉	若	34	14:47	1	1970	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄ	ﾋﾞﾘ		ｱｻﾞ	ﾆ	ﾅﾙ	
14	NI1614	小杉	少	15	13:10	99<高岡市>	1989	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘｯｹﾂ	ﾋﾞﾘ		"ｱｵｱｻﾞ,ｱｻﾞ"	"φ,φ"	"ﾅｯﾀ,ﾅｯﾀ"	
14	NI1614	小杉	高	82	15:30	1	1924	女	ﾄﾅﾜ	ﾄﾅﾜ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	"ｼﾘ,ｼﾘｯﾎﾟ"	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｳﾁﾐﾆﾅﾙ
14	NI1614	小杉	中	52	13:16	1	1954	女	"ﾅﾝﾊﾞ,ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄ,ｹﾞｯﾄｸｿ"	ﾋﾞﾘ	"ｱｵｱｻﾞｶﾞﾃﾞｷﾙ,ｶﾂｶｯﾀ,ｼﾝﾀﾞ"	"ｱｵｱｻﾞ,NN"	"ｶﾞ,NN"	"ﾃﾞｷﾙ,ｼﾝﾀﾞ"	ｼﾝﾀﾞ
14	NI1614	小杉	若	38	13:13	1	1968	女	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ｹﾞｯﾄ,ｻｲｺﾞ,ｹﾞｯﾄｸｿ"	"ﾋﾞﾘ,ｻｲｺﾞ"	ｺｺｶﾞｼﾇ	NN	NN	ｺｺｶﾞｼﾇ	ｱｻﾞｶﾞﾃﾞｷﾙ
14	NI1614	小杉	少	19	15:42	1	1987	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾋﾞﾘｹﾂ"	"ﾋﾞﾘ,ｻｲｶｲ"	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ	ｱｵｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	"ｳﾁﾐｵｽﾙ,ｱｵｱｻﾞｶﾞﾃﾞｷﾙ"
15	NI1615	越中大門	高	70	10:00	99<高岡市>	1936	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ｹﾞｯﾄｸｿ	ﾋﾞﾘ	ｼﾇ	NN	NN	ｼﾇ	ｼﾇ
15	NI1615	越中大門	中	52	14:00	1	1954	男	"ﾄｰﾓﾛｺｼ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾂｯﾎﾟ,ｻｲｺﾞ"	ｻｲｶｲ	ｼﾇ	NN	NN	ｼﾇ	ｱｻﾞｶﾞﾃﾞｷﾙ
15	NI1615	越中大門	若	32	15:00	1	1974	男	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ,ﾄﾅﾜ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
15	NI1615	越中大門	少	19	14:30	1	1987	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘｹﾂ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
16	NI1616	高岡	高	78	13:00	3	1928	男	"ﾄﾅﾜ,ﾄｰﾓﾛｺｼ"	ﾄｰﾓﾛｺｼ	NR	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ｹﾞｯﾄ"	"ｻｲｺﾞ,ｻｲｶｲ,ｻｲｺｰﾋﾞ"	"ｽﾞﾏｸﾞﾛｸﾅﾙ,ｽﾞﾏｸﾞﾛｰﾅﾙ,ｱｵｸｼﾝﾀﾞ"	NN	NN	"ｽﾞﾏｸﾞﾛｸﾅﾙ,ｽﾞﾏｸﾞﾛｰﾅﾙ,ｱｵｸｼﾝﾀﾞ"	"ﾀﾞﾎﾞｸｼﾀ,ｱｻﾞﾆﾅｯﾀ"
16	NI1616	高岡	中	50	16:30	3	1955	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾞｯﾄ,ﾋﾞﾘ,ﾄﾞﾝﾍﾞ,ﾄﾞﾍﾞ"	"ｻｲｶｲ,ﾋﾞﾘ"	ｱｻﾞﾆﾅﾙ	ｱｻﾞ	ﾆ	ﾅﾙ	ｱｻﾞﾆﾅﾙ
16	NI1616	高岡	若	30	16:15	3	1976	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾞｽ"	ｻｲｺﾞ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
16	NI1616	高岡	少	20	19:15	1	1986	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝﾊﾟ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝﾊﾟ"	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	ｻｲｶｲ	ｼﾝﾀﾞ	NN	NN	ｼﾝﾀﾞ	"ﾅｲｯｼｭｹﾂｼﾀ,ﾅｲｼｭｯｹﾂｼﾃﾙ"
17	NI1617	西高岡	高	85	15:15	1	1921	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ﾏﾙﾄﾝ	ﾏﾙﾄﾝ	ｹﾂ	NR	"ｼﾝﾀﾞ,ｼﾝﾄﾞﾙ"	NN	NN	"ｼﾝﾀﾞ,ｼﾝﾄﾞﾙ"	ｼﾝﾀﾞ
17	NI1617	西高岡	中	50	13:55	3	1956	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ		"ﾋﾞﾘ,ｹﾞｯﾄ"	ｼﾇ	NN	NN	ｼﾇ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
17	NI1617	西高岡	若	31	12:00	1	1976	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	"ｹﾝﾊﾟ,ｹﾝｹﾝ"	"ｹﾝﾊﾟ,ｹﾝｹﾝ"	ｹﾞｯﾄｸｿ	ﾋﾞﾘ	"ｱｵﾀﾝｶﾞﾃﾞｷﾙ,ｼﾝﾀﾞ"	"ｱｵﾀﾝ,NN"	"ｶﾞ,NN"	"ﾃﾞｷﾙ,ｼﾝﾀﾞ"	ｱｻﾞｶﾞﾃﾞｷﾀ
17	NI1617	西高岡	少	19	13:00	1	1987	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ｹﾞﾋﾞ	ｹﾞﾋﾞ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
18	NI1618	福岡	高	75	10:02	1	1929	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ,ﾄﾞﾝｼﾞﾘ,ｵﾁﾍﾞﾀ"	"ﾋﾞﾘ,ﾋﾟﾘ"		"ｱｻﾞ,NN"	"ｶﾞ,NN"	"ﾃﾞﾀ,ｼﾝﾀﾞ"	
18	NI1618	福岡	中	52	13:16	2<福岡駅附近>	1951	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ｹﾞｯﾄｸｿ	ﾋﾞﾘ		"ｱｵｱｻﾞ,ｱｻﾞ"	"φ,φ"	"ﾃﾞｷﾙ,ﾃﾞｷﾙ"	
18	NI1618	福岡	若	38	17:06	1	1965	男	ﾄﾅﾜ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ｹﾞｽ"	ﾋﾞﾘ		"ｱｵﾀﾝ,ｱｻﾞ"	"φ,ﾆ"	"ﾂｸﾙ,ﾅﾙ"	
18	NI1618	福岡	少	13	14:59	1	1991	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	NR		ｱｻﾞ	φ	ﾃﾞｷﾙ	
18	NI1618	福岡	高	71	9:00	3	1935	男	ﾄｰｷﾋﾞ	ﾄｰﾓﾛｺｼ	ﾃﾝﾃﾝ	ｶﾀｱｼﾃﾞﾄﾌﾞ	"ｹﾞｯﾄｸｿ,ﾍﾟﾘ,ｹﾞｽ,ｲﾁﾊﾞﾝｼﾘ"	"ｹﾞｯﾄｸｿ,ﾍﾟﾘ,ｹﾞｽ"	ｼﾝﾀﾞ	NN	NN	ｼﾝﾀﾞ	ｼﾝﾀﾞ
18	NI1618	福岡	中	51	17:00	99<高岡市戸出>	1955	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝﾊﾟ	NR	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞﾃﾞｷﾙ	ｱｻﾞ	φ	ﾃﾞｷﾙ	ﾋｶｼｭｯｹﾂ
18	NI1618	福岡	若	33	13:00	2	1973	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ｹﾂ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ	"ｼﾝﾀﾞ,ｼﾇ"	NN	NN	"ｼﾝﾀﾞ,ｼﾇ"	ﾋｶｼｭｯｹﾂ
18	NI1618	福岡	少	15	9:40	1	1991	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾋﾞﾘｯｹﾂ"	ﾋﾞﾘ	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ"	ｱｻﾞ	"ｶﾞ,ﾆ"	"ﾃﾞｷﾙ,ﾅﾙ"	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ"
19	NI1619	石動	高	82	14:20	2	1924	女	ﾄｰﾓﾛｺｼ	"ﾄｰﾓﾛｺｼ,ﾄｰｷﾋﾞ,ﾄﾅﾜ"	ｶﾀｱｼﾄﾋﾞ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝｹﾝ"	"ﾍﾞｯﾄ,ｹﾞｽｯﾎﾟ,ｹﾂ"	ﾍﾞｯﾄ	"ｼﾝﾀﾞ,ｱｵﾀﾝ"	"NN,ｱｵﾀﾝ"	"NN,NN"	"ｼﾝﾀﾞ,NN"	"ｼﾝﾀﾞ,ｱｻﾞﾆﾅﾙ"
