ID	地点番号	駅名	世代	年齢(調査時)	開始時刻	出身地	生年	性別	1009とうもろこし<家>	1009とうもろこし<TV>	1013片足とび<家>	1013片足とび<TV>	1016びり<家>	1016びり<TV>	1007あざができる<家>	1007あざができる[あざ-]<家>	1007あざができる[-が-]<家>	1007あざができる[-できる]<家>	1007あざができる<TV>
62	NI2510	近江舞子	高	72	19:30	1	1937	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	ｶﾀｱｼﾄﾋﾞ	"ﾍﾞｯﾀｺ,ﾋﾞﾘ"	"ﾍﾞｯﾀｺ,ﾋﾞﾘ"	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｳﾁﾐ"	"ｱｻﾞ,ｳﾁﾐ"	"ｶﾞ,NN"	"ﾃﾞｷﾙ,NN"	"ﾀﾞﾎﾞｸｼｮｳ,ｱｻﾞｶﾞﾃﾞｷﾙ"
62	NI2510	近江舞子	中	51	19:30	1	1958	男	ﾅﾝﾊﾞﾝ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	ｻｲｺﾞ	ｱｵﾀﾝﾆﾅﾙ	ｱｵﾀﾝ	ﾆ	ﾅﾙ	ｱｵｱｻﾞﾆﾅﾙ
62	NI2510	近江舞子	少	15	10:45	1	1993	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞﾍﾞ	ﾍﾞﾍﾞ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	
62	NI2510	近江舞子	少	13	15:45	1	1993	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
63	NI2511	比良	高	72	10:20	1	1936	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞﾝ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾍﾞﾀｺ,ﾍﾞﾁｬｺ,ﾍﾞﾍﾞﾀ"	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	"ｱｵｼﾞﾑ,ｱｵｼﾞﾝﾀﾞ"	"NN,NN"	"NN,NN"	"ｱｵｼﾞﾑ,ｱｵｼﾞﾝﾀﾞ"	
63	NI2511	比良	高	66	9:20	1	1943	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞｯﾁｬｺ	ﾋﾞﾘ	ｱｻﾞﾆﾅﾙ	ｱｻﾞ	ﾆ	ﾅﾙ	ｱｻﾞﾆﾅﾙ
63	NI2511	比良	中	50	9:20	1	1958	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	"ｶﾀｱｼﾄﾋﾞ,ｹﾝｹﾝ"	"ﾄﾞﾝｹﾞﾍﾞ,ﾄﾞﾝｼﾞﾘ"	"ｻｲｼｭｰﾗﾝﾅｰ,ﾄﾞﾝｼﾞﾘ"	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｵｱｻﾞｶﾞﾃﾞｷﾙ"	"ｱｻﾞ,ｱｵｱｻﾞ"	"ｶﾞ,ｶﾞ"	"ﾃﾞｷﾙ,ﾃﾞｷﾙ"	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
63	NI2511	比良	若	39	9:20	1	1969	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾍﾞﾍﾞ,ﾄﾞﾝﾍﾞ,ﾋﾞﾘ"	ﾄﾞﾝｹﾂ	ｱｵﾀﾝﾃﾞｷﾀ	ｱｵﾀﾝ	φ	ﾃﾞｷﾀ	ﾅｲｼｭｯｹﾂｼﾀ
63	NI2511	比良	少	15	10:20	1	1994	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
63	NI2511	比良	少		14:03	1	1991	男	ﾅﾝﾊﾞﾝ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ｹﾂ	ｹﾞｽｯﾍﾟ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ﾁﾏﾒｶﾞﾃﾞｷﾙ
64	NI2512	志賀	高	80	12:30	1	1926	男	ﾅﾝﾊﾞﾝ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
64	NI2512	志賀	中	48	9:00	1	1958	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｵﾀﾝﾆﾅﾙ	ｱｵﾀﾝ	ﾆ	ﾅﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
64	NI2512	志賀	若	32	10:40	1	1974	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾍﾞﾍﾞ,ﾍﾞｯﾀｺ"	ﾋﾞﾘ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
65	NI2513	蓬莱	高	70	10:20	1	1936	男	ﾅﾝﾊﾞﾝｷﾋﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞｯﾁｬｺ	ﾍﾞﾍﾞ	"ｱｵｼﾞﾑ,ｱｵｼﾞﾝﾀﾞ"	"NN,NN"	"NN,NN"	"ｱｵｼﾞﾑ,ｱｵｼﾞﾝﾀﾞ"	ｳﾁﾐﾆﾅﾙ
65	NI2513	蓬莱	中	57	8:40	3	1949	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞﾝ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾍﾞｯﾀ"	ｼﾘ	ｱｻﾞﾆﾅﾙ	ｱｻﾞ	ﾆ	ﾅﾙ	ｱｻﾞﾆﾅﾙ
65	NI2513	蓬莱	若	34	10:00	1	1972	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	"ﾋﾞﾘ,ｹﾞｽｯﾍﾟ,ｻｲｶｲ"	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ,ｱｵﾀﾝ"	"ｱｻﾞ,ｱｻﾞ,ｱｵﾀﾝ"	"ｶﾞ,ﾆ,NN"	"ﾃﾞｷﾙ,ﾅﾙ,NN"	"ｱｻﾞｶﾞﾃﾞｷﾙ,ｱｻﾞﾆﾅﾙ"
65	NI2513	蓬莱	少	13	15:05	1	1993	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾄﾞﾍﾞ	ｹﾞｽｯﾍﾟ	ｱｵｼﾞﾝﾀﾞ	NN	NN	ｱｵｼﾞﾝﾀﾞ	ｱｵｸﾅｯﾀ
66	NI2514	和邇	高	67	10:30	1	1939	女	ﾅﾝﾊﾞﾝ	ﾄｰﾓﾛｺｼ	"ｹﾝｹﾝ,ｶﾀｱｼﾄﾋﾞ"	"ｶﾀｱｼﾄﾋﾞ,ｶﾀｱｹﾞﾄﾋﾞ"	ﾍﾞｯﾁｬｺ	"ｹﾞｽｯﾍﾟ,ｲﾁﾊﾞﾝｱﾄ"	ｼﾞｭｼﾞｭﾑ	NN	NN	ｼﾞｭｼﾞｭﾑ	ｱｻﾞﾆﾅﾙ
66	NI2514	和邇	中	50	13:50	1	1956	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,"	ﾋﾞﾘ	"ｱｻﾞ,ｱｵｼﾞﾑ"	"ｱｻﾞ,NN"	"NN,NN"	"NN,ｱｵｼﾞﾑ"	ﾊﾚﾙ
66	NI2514	和邇	若	24	16:00	1	1982	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞﾍﾞ	ｹﾞｽｯﾍﾟ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
66	NI2514	和邇	少	14	14:35	1	1992	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾄﾞﾍﾞ	ﾋﾞﾘ	ｳﾁﾐﾆﾅﾙ	ｳﾁﾐ	ﾆ	ﾅﾙ	ｳﾁﾐｶﾞﾃﾞｷﾙ
67	NI2515	小野	高	67	14:10	1	1942	男	"ﾅﾝﾊﾞﾝ,ﾄｰﾓﾛｺｼ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾄﾞﾍﾞ,ﾄﾞﾝｹﾂ,ﾍﾞｯﾀｺ"	ﾄﾞﾝｹﾂ	"ｱｵｼﾞﾝﾀﾞ,ｱｵｼﾞﾑ,ｱｻﾞｶﾞﾃﾞｷﾙ"	"NN,NN,ｱｻﾞ"	"NN,NN,ｶﾞ"	"ｱｵｼﾞﾝﾀﾞ,ｱｵｼﾞﾑ,ﾃﾞｷﾙ"	ｱｻﾞｶﾞﾃﾞｷﾙ
67	NI2515	小野	中	47	16:10	1	1962	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾍﾞｯﾀ	ｻｲｺｰｲ	"ｱｵｼﾞﾝﾀﾞ,ｱｵｼﾞﾑ"	"NN,NN"	"NN,NN"	"ｱｵｼﾞﾝﾀﾞ,ｱｵｼﾞﾑ"	"ｱｵｱｻﾞﾆﾅﾙ,ﾅｲｼｭｯｹﾂ"
67	NI2515	小野	少	11	17:50	1	1998	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾍﾞｯﾀｺ	ｻｲｺﾞ	ｱｵｼﾞﾝﾃﾞﾙ	NN	NN	ｱｵｼﾞﾝﾃﾞﾙ	ｱｵｼﾞﾝﾃﾞﾙ
68	NI2516	堅田	高	66	11:30	1	1940	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾄﾞﾝｼﾞﾘ,ﾍﾞｯﾀｺ,ﾍﾞﾍﾞﾀ,ﾄﾞﾝﾍﾞ,ﾍﾞﾍﾞﾀｺ"	ｹﾞｽｯﾍﾟ	"ｱｵｼﾞ,ｱｵｼﾞﾝﾀﾞﾘ"	"ｱｵｼﾞ,NN"	"NN,NN"	"NN,ｱｵｼﾞﾝﾀﾞﾘ"	ｱｻﾞ
68	NI2516	堅田	中	45	10:10	1	1961	男	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞﾍﾞﾀ	ﾋﾞﾘ	"ｱｵｼﾞﾑ,ｱｵｼﾞﾝﾀﾞ"	"NN,NN"	"NN,NN"	"ｱｵｼﾞﾑ,ｱｵｼﾞﾝﾀﾞ"	ﾅｲｼｭｯｹﾂ
68	NI2516	堅田	若	26	9:15	1	1980	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ﾋﾞﾘ	"ｱｵｼﾞﾐ,ｱｵｼﾞﾑ"	"ｱｵｼﾞﾐ,NN"	"NN,NN"	"NN,ｱｵｼﾞﾑ"	ﾅｲｼｭｯｹﾂ
68	NI2516	堅田	少	14	10:10	1	1992	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｵｼﾞﾝﾀﾞ	NN	NN	ｱｵｼﾞﾝﾀﾞ	ｱｵｼﾞﾝﾀﾞ
69	NI2517	おごと温泉	高	70	10:30	99<京都市>	1936	男	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾄﾞﾝｹﾂ"	ﾋﾞﾘ	"ﾑﾗｻｷﾆﾅﾙ,ﾑﾗｻｷﾊﾞﾚ"	"ﾑﾗｻｷ,ﾑﾗｻｷﾊﾞﾚ"	"ﾆ,NN"	"ﾅﾙ,NN"	ﾅｲｼｭｯｹﾂ
69	NI2517	おごと温泉	中	57	12:55	1	1949	女	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞｯﾁｬｺ	"ﾍﾞｯﾁｬｺ,ｲﾁﾊﾞﾝｻｲｺﾞ"	"ｱｵﾀﾝ,ｱｵｼﾞﾑ"	"ｱｵﾀﾝ,NN"	"NN,NN"	"NN,ｱｵｼﾞﾑ"	ﾅｲｼｭｯｹﾂ
69	NI2517	おごと温泉	若	37	14:30	1	1969	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾍﾞｯﾀｺ,ﾍﾞﾍﾞﾁｬｺ"	ﾋﾞﾘ	ｱｵﾀﾝﾅﾙ	ｱｵﾀﾝ	φ	ﾅﾙ	ｱｵﾀﾝﾅﾙ
69	NI2517	おごと温泉	少	12	16:45	1	1994	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ﾍﾞﾍﾞ	ｹﾞｽｯﾍﾟ	ｱｵｼﾞﾝﾃﾞﾙ	NN	NN	ｱｵｼﾞﾝﾃﾞﾙ	ｱｵｼﾞﾝﾃﾞﾙ
70	NI2518	比叡山坂本	高	64	10:00	1	1942	男	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
70	NI2518	比叡山坂本	中	57	10:50	1	1949	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ			"ﾋﾞﾘ,ﾍﾞｯﾀｺ"	ﾋﾞﾘ	ｱｻﾞ	ｱｻﾞ	NN	NN	ｱｻﾞ
70	NI2518	比叡山坂本	中	44	10:40	1	1962	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	"ｱｵﾀﾝｶﾞﾃﾞｷﾙ,ｱｵｼﾞﾐｶﾞﾃﾞｷﾙ"	"ｱｵﾀﾝ,ｱｵｼﾞﾐ"	"ｶﾞ,ｶﾞ"	"ﾃﾞｷﾙ,ﾃﾞｷﾙ"	ｱｻﾞｶﾞﾃﾞｷﾙ
70	NI2518	比叡山坂本	若	37	9:30	1	1969	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
70	NI2518	比叡山坂本	少	11	12:45	1	1995	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞﾍﾞ	"ﾋﾞﾘ,ｻｲｶｲ"	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
71	NI2519	唐崎	高	66	14:10	1	1940	男	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾍﾞﾍﾞ	ｻｲｺｰﾋﾞ	ｱｻﾞﾆﾅﾙ	ｱｻﾞ	ﾆ	ﾅﾙ	ｳﾁﾐ
71	NI2519	唐崎	中	48	9:55	1	1958	男	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾋﾞﾘ,ﾄﾞﾍﾞ"	ﾋﾞﾘｯｺ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
71	NI2519	唐崎	若	38	13:05	1	1968	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾍﾞｯﾀｺ"	ﾍﾞｯﾀｺ	ｱｵｱｻﾞ	ｱｵｱｻﾞ	NN	NN	ｱｵｱｻﾞ
71	NI2519	唐崎	少	12	11:55	1	1994	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｶﾀｱｼﾄﾋﾞ	ｶﾀｱｼﾄﾋﾞ	ﾋﾞﾘ	ｹﾞｽｯﾍﾟ	ｱｵﾀﾝ	ｱｵﾀﾝ	NN	NN	ｱｵﾀﾝ
72	NI2520	大津京	高	73	10:07	1	1933	男	ﾅﾝﾊﾞ	"ｺｰﾝ,ﾅﾝﾊﾞ"	NR	NR	ﾍﾞｯﾀ	ｻｲｶｲ	ｱｵｼﾞｭﾝﾀﾞ	NN	NN	ｱｵｼﾞｭﾝﾀﾞ	
72	NI2520	大津京	中	48	15:12	1	1958	男	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	"ﾍﾞｯﾀｺ,ﾍﾞﾍﾞﾀ,ﾍﾞﾍﾞﾁｬ"	ﾋﾞﾘ	ｱｵﾀﾝ	ｱｵﾀﾝ	NN	NN	ｱｵｱｻﾞ
72	NI2520	大津京	若	34	14:02	1	1972	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞ"	ﾅﾝﾊﾞ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｵﾀﾝﾃﾞｷﾙ	ｱｵﾀﾝ	φ	ﾃﾞｷﾙ	ｳﾁﾐ
72	NI2520	大津京	少	13	16:00	1	1993	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞﾍﾞﾀ	ﾍﾞﾍﾞﾀ	ｱｵﾀﾝﾃﾞｷﾀ	ｱｵﾀﾝ	φ	ﾃﾞｷﾀ	ｱｵﾀﾝﾃﾞｷﾀ
72	NI2520	大津京	少	13	14:30	1	1993	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾄﾞﾍﾞ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
73	NI2601	山科	高	67	16:00	1	1942	男	"ﾄｰﾓﾛｺｼ,ﾅﾝﾊﾞ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾄﾞﾝｼﾞﾘ,ｹﾞﾍﾞｯﾁｬ"	ﾄﾞﾝｼﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
73	NI2601	山科	中	41	18:00	1	1967	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾍﾞﾍﾞﾀｺ,ﾍﾞｯﾀｺ"	ﾍﾞﾍﾞﾀｺ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
73	NI2601	山科	若	36	17:05	1	1973	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｺﾞ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ｳﾁﾐﾆﾅﾙ
73	NI2601	山科	少	13	15:10	1	1994	女	"ﾄｰﾓﾛｺｼ,ｺｰﾝ"	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾍﾞﾍﾞ	ｻｲｺｰﾋﾞ	ｱｵﾀﾝ	ｱｵﾀﾝ	NN	NN	ﾀﾞﾎﾞｸ
74	NI2602	KYOTO	高	63	15:55	99<宇治市>	1946	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾍﾞｯﾀｺ	ﾍﾞｯﾀｺ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
74	NI2602	KYOTO	中	45	17:45	3<上京区千本通り>	1963	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ﾋﾞﾘ	ｱｻﾞｶﾞﾃﾞｷﾙ	ｱｻﾞ	ｶﾞ	ﾃﾞｷﾙ	ｱｻﾞｶﾞﾃﾞｷﾙ
74	NI2602	KYOTO	若	32	15:05	1	1977	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	"ﾋﾞﾘ,ﾄﾞﾝﾍﾞ"	ﾋﾞﾘ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
74	NI2602	KYOTO	高	67	16:42	3<場所は未確認>	1942	女	ﾅﾝﾊﾞ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｶﾀｱｼﾄﾋﾞ	ﾍﾞｯﾀｺ	ﾍﾞｯﾀｺ	ｱｵｼﾞﾝﾀﾞ	NN	NN	ｱｵｼﾞﾝﾀﾞ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
74	NI2602	KYOTO	若	22	8:40	2<同一町内>	1986	男	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｺﾞ	ｱｻﾞ	ｱｻﾞ	NN	NN	ｱｵｱｻﾞ
74	NI2602	KYOTO	少	19	20:45	2<同一町内>	1989	女	ﾄｰﾓﾛｺｼ	ﾄｰﾓﾛｺｼ	ｹﾝｹﾝ	ｹﾝｹﾝ	ﾋﾞﾘ	ｻｲｺﾞ	ｱｵﾀﾝｶﾞﾃﾞｷﾙ	ｱｵﾀﾝ	ｶﾞ	ﾃﾞｷﾙ	ｱｵｱｻﾞｶﾞﾃﾞｷﾙ
